STT,Mã CK▲,Tên công ty,Ngành,Sàn,Khối lượng NY/ĐKGD
942,PQN,CTCP Dịch vụ Dầu khí Quảng Ngãi PTSC,Tư liệu sản xuất,UPCoM,30000000
943,PRC,CTCP Logistics Portserco,Vận tải,HNX,1200000
944,PRO,CTCP Procimex Việt Nam,"Thực phẩm, đồ uống và thuốc lá",UPCoM,3000000
945,PRT,Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương - CTCP,Nguyên vật liệu,UPCoM,300000000
946,PSB,CTCP Đầu tư Dầu khí Sao Mai - Bến Đình,Năng lượng,UPCoM,50000000
947,PSC,CTCP Vận tải và Dịch vụ Petrolimex Sài Gòn,Phân phối và bán lẻ hàng lâu bền,HNX,7200000
948,PSD,CTCP Dịch vụ Phân phối Tổng hợp Dầu khí,Phân phối và bán lẻ hàng lâu bền,HNX,51827894
949,PSE,CTCP Phân Bón và Hóa Chất Dầu khí Đông Nam Bộ,Nguyên vật liệu,HNX,12500000
950,PSG,CTCP Đầu Tư và Xây lắp Dầu khí Sài Gòn,Phát triển và quản lý bất động sản,UPCoM,35000000
951,PSH,CTCP Thương mại Đầu tư Dầu khí Nam Sông Hậu,Phân phối và bán lẻ hàng lâu bền,HOSE,126196780
952,PSL,CTCP Chăn nuôi Phú Sơn,"Thực phẩm, đồ uống và thuốc lá",UPCoM,11812500
953,PSN,CTCP Dịch Vụ Kỹ Thuật PTSC Thanh Hóa,Vận tải,UPCoM,40000000
954,PSP,CTCP Cảng Dịch vụ Dầu khí Đình Vũ,Vận tải,UPCoM,40000000
955,PSW,CTCP Phân bón và Hóa chất Dầu khí Tây Nam Bộ,Nguyên vật liệu,HNX,17000000
956,PTB,CTCP Phú Tài,Nguyên vật liệu,HOSE,66938403
957,PTC,CTCP Đầu Tư Icapital,Dịch vụ tiện ích,HOSE,32307324
958,PTD,CTCP Thiết kế Xây dựng Thương mại Phúc Thịnh,Tư liệu sản xuất,HNX,4999933
959,PTE,CTCP Xi măng Phú Thọ,Nguyên vật liệu,UPCoM,12500000
960,PTG,CTCP May Xuất khẩu Phan Thiết,Hàng tiêu dùng và trang trí,UPCoM,4996185
961,PTH,CTCP Vận tải và Dịch vụ Petrolimex Hà Tây,Phân phối và bán lẻ hàng lâu bền,UPCoM,3503164
962,PTL,CTCP Victory Group,Phát triển và quản lý bất động sản,HOSE,100000000
963,PTO,CTCP Dịch vụ - Xây dựng Công trình Bưu Điện,Tư liệu sản xuất,UPCoM,1200000
964,PTP,CTCP PTP,Dịch vụ viễn thông,UPCoM,6800000
965,PTS,CTCP Vận tải và Dịch vụ Petrolimex Hải Phòng,Vận tải,HNX,5568000
966,PTT,CTCP Vận tải Dầu khí Đông Dương,Vận tải,UPCoM,16493172
967,PTV,CTCP Thương mại Dầu khí,Phân phối và bán lẻ hàng lâu bền,UPCoM,20000000
968,PTX,CTCP Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh,Năng lượng,HNX,6432453
969,PV2,CTCP Đầu tư PV2,Dịch vụ tài chính,HNX,37350000
970,PVA,CTCP Tổng Công ty Xây lắp Dầu khí Nghệ An,Tư liệu sản xuất,UPCoM,21846000
971,PVB,CTCP Bọc ống Dầu khí Việt Nam,Năng lượng,HNX,21599998
972,PVC,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - CTCP,Năng lượng,HNX,81194463
973,PVD,Tổng Công ty cổ phần Khoan và Dịch vụ khoan Dầu khí,Năng lượng,HOSE,556296006
974,PVE,Tổng Công ty Tư vấn thiết kế Dầu khí - CTCP,Tư liệu sản xuất,UPCoM,25000000
975,PVG,CTCP Kinh doanh LPG Việt Nam,Dịch vụ tiện ích,HNX,39998522
976,PVH,CTCP Xây lắp Dầu khí Thanh Hóa,Tư liệu sản xuất,UPCoM,21000000
977,PVI,CTCP PVI,Bảo hiểm,HNX,234241867
978,PVL,CTCP Đầu tư Nhà Đất Việt,Phát triển và quản lý bất động sản,UPCoM,50000000
979,PVM,CTCP Máy - Thiết bị Dầu khí,Tư liệu sản xuất,UPCoM,38638600
980,PVO,CTCP Dầu nhờn PV Oil,Phân phối và bán lẻ hàng lâu bền,UPCoM,8900000
981,PVP,CTCP Vận tải Dầu khí Thái Bình Dương,Năng lượng,HOSE,103702452
982,PVR,CTCP Đầu tư PVR Hà Nội,Phát triển và quản lý bất động sản,UPCoM,53100913
983,PVS,Tổng Công ty cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Năng lượng,HNX,477966290
984,PVT,Tổng Công ty cổ phần Vận tải Dầu khí,Năng lượng,HOSE,356012638
985,PVV,CTCP Vinaconex 39,Tư liệu sản xuất,UPCoM,30000000
986,PVX,Tổng Công ty cổ phần Xây lắp Dầu khí Việt Nam,Tư liệu sản xuất,UPCoM,400000000
987,PVY,CTCP Chế tạo Giàn khoan Dầu khí,Tư liệu sản xuất,UPCoM,59489787
988,PWA,CTCP Bất động sản Dầu khí,Phát triển và quản lý bất động sản,UPCoM,10000000
989,PWS,CTCP Cấp thoát nước Phú Yên,Dịch vụ tiện ích,UPCoM,38363579
990,PX1,CTCP Xi măng Sông Lam 2,Nguyên vật liệu,UPCoM,20000000
991,PXA,CTCP Đầu tư và Thương mại Dầu khí Nghệ An,Phát triển và quản lý bất động sản,UPCoM,15000000
992,PXC,CTCP Phát triển Đô thị Dầu khí,Tư liệu sản xuất,UPCoM,28068900
993,PXI,CTCP Xây dựng Công nghiệp và Dân dụng Dầu khí,Tư liệu sản xuất,UPCoM,30000000
994,PXL,CTCP Đầu tư Khu Công nghiệp Dầu khí Long Sơn,Phát triển và quản lý bất động sản,UPCoM,176145500
995,PXM,CTCP Xây lắp Dầu khí Miền Trung,Phân phối và bán lẻ hàng lâu bền,UPCoM,15000000
996,PXS,CTCP Kết cấu Kim loại và Lắp máy Dầu khí,Tư liệu sản xuất,UPCoM,60000000
997,PXT,CTCP Xây lắp Đường ống Bể chứa Dầu khí,Tư liệu sản xuất,UPCoM,20000000
998,QBS,CTCP Xuất nhập khẩu Quảng Bình,Nguyên vật liệu,UPCoM,69329928
999,QCC,CTCP Đầu tư Xây dựng và Phát triển Hạ tầng Viễn thông,Tư liệu sản xuất,UPCoM,1500000
1000,QCG,CTCP Quốc Cường Gia Lai,Phát triển và quản lý bất động sản,HOSE,275129310
1001,QHD,CTCP Que hàn điện Việt Đức,Tư liệu sản xuất,HNX,5524716
1002,QHW,CTCP Nước khoáng Quảng Ninh,"Thực phẩm, đồ uống và thuốc lá",UPCoM,8000000
1003,QNC,CTCP Xi măng và Xây dựng Quảng Ninh,Nguyên vật liệu,UPCoM,60000000
1004,QNP,CTCP Cảng Quy Nhơn,Vận tải,HOSE,40409950
1005,QNS,CTCP Đường Quảng Ngãi,"Thực phẩm, đồ uống và thuốc lá",UPCoM,367648153
1006,QNT,CTCP Tư vấn Phát triển Quảng Nam,Dịch vụ chuyên biệt và thương mại,UPCoM,3222000
1007,QNU,CTCP Môi trường Đô thị Quảng Nam,Dịch vụ tiện ích,UPCoM,6800000
1008,QNW,CTCP Cấp thoát nước và Xây dựng Quảng Ngãi,Dịch vụ tiện ích,UPCoM,20000000
1009,QPH,CTCP Thủy điện Quế Phong,Dịch vụ tiện ích,UPCoM,18583100
1010,QSP,CTCP Tân Cảng Quy Nhơn,Vận tải,UPCoM,10792275
1011,QST,CTCP Sách và Thiết bị Trường học Quảng Ninh,Truyền thông và giải trí,HNX,3240000
1012,QTC,CTCP Công trình Giao thông Vận tải Quảng Nam,Tư liệu sản xuất,HNX,2700000
1013,QTP,CTCP Nhiệt điện Quảng Ninh,Dịch vụ tiện ích,UPCoM,450000000
1014,RAL,CTCP Bóng đèn Phích nước Rạng Đông,Tư liệu sản xuất,HOSE,23547419
1015,RAT,CTCP Vận tải và Thương mại Đường sắt,Vận tải,UPCoM,5921841
1016,RBC,CTCP Công nghiệp và Xuất nhập khẩu Cao su,Xe và linh kiện,UPCoM,10030308
1017,RCC,CTCP Tổng Công ty Công trình Đường sắt,Tư liệu sản xuất,UPCoM,32064749
1018,RCD,CTCP Xây dựng - Địa ốc Cao su,Tư liệu sản xuất,UPCoM,5300062
1019,RCL,CTCP Địa ốc Chợ Lớn,Phát triển và quản lý bất động sản,HNX,13858714
1020,REE,CTCP Cơ Điện Lạnh,Dịch vụ tiện ích,HOSE,471013400
1021,RIC,CTCP Quốc tế Hoàng Gia,Dịch vụ tiêu dùng,UPCoM,28708169
1022,RTB,CTCP Cao su Tân Biên,Nguyên vật liệu,UPCoM,87945000
1023,RYG,CTCP Sản xuất và Đầu tư Hoàng Gia,Tư liệu sản xuất,HOSE,45000000
1024,S12,CTCP Sông Đà 12,Tư liệu sản xuất,UPCoM,5000000
1025,S27,CTCP Sông Đà 27,Nguyên vật liệu,UPCoM,1572833
1026,S4A,CTCP Thủy điện Sê San 4A,Dịch vụ tiện ích,HOSE,42200000
1027,S55,CTCP Sông Đà 505,Tư liệu sản xuất,HNX,10000000
1028,S72,CTCP Sông Đà 7.02,Dịch vụ tiện ích,UPCoM,12000000
1029,S74,CTCP Sông Đà 7.04,Nguyên vật liệu,UPCoM,6480000
1030,S96,CTCP Sông Đà 9.06,Tư liệu sản xuất,UPCoM,11155532
1031,S99,CTCP SCI,Tư liệu sản xuất,HNX,99134331
1032,SAB,Tổng Công ty cổ phần Bia - Rượu - Nước giải khát Sài Gòn,"Thực phẩm, đồ uống và thuốc lá",HOSE,1282562372
1033,SAC,CTCP Xếp dỡ và Dịch vụ Cảng Sài Gòn,Vận tải,UPCoM,4050000
1034,SAF,CTCP Lương thực Thực phẩm Safoco,"Thực phẩm, đồ uống và thuốc lá",HNX,12046590
1035,SAL,CTCP Trục vớt Cứu hộ Việt Nam,Vận tải,UPCoM,8310000
1036,SAM,CTCP SAM Holdings,Tư liệu sản xuất,HOSE,379960971
1037,SAP,CTCP In Sách giáo khoa Thành phố Hồ Chí Minh,Dịch vụ chuyên biệt và thương mại,UPCoM,1286984
1038,SAS,CTCP Dịch vụ Hàng không Sân bay Tân Sơn Nhất,Vận tải,UPCoM,133481310
1039,SAV,CTCP Hợp tác Kinh tế và Xuất nhập khẩu Savimex,Hàng tiêu dùng và trang trí,HOSE,25189965
1040,SB1,CTCP Bia Sài Gòn - Nghệ Tĩnh,"Thực phẩm, đồ uống và thuốc lá",UPCoM,10500000
1041,SBA,CTCP Sông Ba,Dịch vụ tiện ích,HOSE,60488261
1042,SBB,CTCP Tập đoàn Bia Sài Gòn - Bình Tây,"Thực phẩm, đồ uống và thuốc lá",UPCoM,87524536
1043,SBD,CTCP Công nghệ Sao Bắc Đẩu,Phần mềm và dịch vụ,UPCoM,13916480
1044,SBG,CTCP Tập đoàn Cơ khí Công nghệ cao Siba,Tư liệu sản xuất,HOSE,49999963
1045,SBH,CTCP Thủy điện Sông Ba Hạ,Dịch vụ tiện ích,UPCoM,124225000
1046,SBL,CTCP Bia Sài Gòn - Bạc Liêu,"Thực phẩm, đồ uống và thuốc lá",UPCoM,12012000
1047,SBM,CTCP Đầu tư Phát triển Bắc Minh,Dịch vụ tiện ích,UPCoM,45044953
1048,SBR,CTCP Cao su Sông Bé,Nguyên vật liệu,UPCoM,81396192
1049,SBT,CTCP Thành Thành Công - Biên Hòa,"Thực phẩm, đồ uống và thuốc lá",HOSE,814545038
1050,SBV,CTCP Siam Brothers Việt Nam,Hàng tiêu dùng và trang trí,HOSE,27366476
1051,SC5,CTCP Xây dựng Số 5,Tư liệu sản xuất,HOSE,14984550
1052,SCC,CTCP Thương mại Đầu tư SHB,Nguyên vật liệu,UPCoM,4884900
1053,SCD,CTCP Nước giải khát Chương Dương,"Thực phẩm, đồ uống và thuốc lá",UPCoM,8500000
1054,SCG,CTCP Tập đoàn Xây dựng SCG,Tư liệu sản xuất,HNX,85000000
1055,SCI,CTCP SCI E&C,Tư liệu sản xuất,HNX,30491409
1056,SCJ,CTCP Xi măng Sài Sơn,Nguyên vật liệu,UPCoM,57839000
1057,SCL,CTCP Sông Đà Cao Cường,Nguyên vật liệu,UPCoM,18660895
1058,SCO,CTCP Công nghiệp Thủy sản,Vận tải,UPCoM,4200000
1059,SCR,CTCP Địa ốc Sài Gòn Thương Tín,Phát triển và quản lý bất động sản,HOSE,430595036
1060,SCS,CTCP Dịch vụ Hàng hóa Sài Gòn,Vận tải,HOSE,94886982
1061,SCY,CTCP Đóng tàu Sông Cấm,Tư liệu sản xuất,UPCoM,61968926
1062,SD1,CTCP Sông Đà 1,Tư liệu sản xuất,UPCoM,5000000
1063,SD2,CTCP Sông Đà 2,Tư liệu sản xuất,UPCoM,14423536
1064,SD3,CTCP Sông Đà 3,Dịch vụ tiện ích,UPCoM,15999356
1065,SD4,CTCP Sông Đà 4,Tư liệu sản xuất,UPCoM,10300000
1066,SD5,CTCP Sông Đà 5,Tư liệu sản xuất,HNX,25999848
1067,SD6,CTCP Sông Đà 6,Tư liệu sản xuất,UPCoM,34771611
1068,SD7,CTCP Sông Đà 7,Tư liệu sản xuất,UPCoM,10600000
1069,SD8,CTCP Sông Đà 8,Tư liệu sản xuất,UPCoM,2800000
1070,SD9,CTCP Sông Đà 9,Dịch vụ tiện ích,HNX,34234000
1071,SDA,CTCP Simco Sông Đà,Dịch vụ chuyên biệt và thương mại,HNX,26206158
1072,SDB,CTCP Sông Đà 207,Tư liệu sản xuất,UPCoM,11000000
1073,SDC,CTCP Tư vấn Sông Đà,Dịch vụ chuyên biệt và thương mại,HNX,2609710
1074,SDD,CTCP Đầu tư và Xây lắp Sông Đà,Tư liệu sản xuất,UPCoM,16007685
1075,SDG,CTCP Sadico Cần Thơ,Nguyên vật liệu,HNX,10139997
1076,SDJ,CTCP Sông Đà 25,Nguyên vật liệu,UPCoM,4343700
1077,SDK,CTCP Cơ khí Luyện kim,Nguyên vật liệu,UPCoM,2600000
1078,SDN,CTCP Sơn Đồng Nai,Nguyên vật liệu,HNX,3036436
1079,SDP,CTCP SDP,Tư liệu sản xuất,UPCoM,11114472
1080,SDT,CTCP Sông Đà 10,Tư liệu sản xuất,UPCoM,42732311
1081,SDU,CTCP Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,Phát triển và quản lý bất động sản,HNX,20000000
1082,SDV,CTCP Dịch vụ Sonadezi,Dịch vụ chuyên biệt và thương mại,UPCoM,5000000
1083,SDX,CTCP Phòng cháy Chữa cháy và Đầu tư Xây dựng Sông Đà,Tư liệu sản xuất,UPCoM,2250000
1084,SDY,CTCP Xi măng Sông Đà Yaly,Nguyên vật liệu,UPCoM,4500000
1085,SEA,Tổng Công ty Thủy sản Việt Nam - CTCP,"Thực phẩm, đồ uống và thuốc lá",UPCoM,125000000
1086,SEB,CTCP Đầu tư và Phát triển Điện Miền Trung,Dịch vụ tiện ích,HNX,31999969
1087,SED,CTCP Đầu tư và Phát triển Giáo dục Phương Nam,Truyền thông và giải trí,HNX,10000000
1088,SEP,CTCP Tổng Công ty Thương mại Quảng Trị,"Thực phẩm, đồ uống và thuốc lá",UPCoM,8400000
1089,SFC,CTCP Nhiên liệu Sài Gòn,Phân phối và bán lẻ hàng lâu bền,HOSE,11291459
1090,SFG,CTCP Phân Bón Miền Nam,Nguyên vật liệu,HOSE,47897333
1091,SFI,CTCP Đại lý Vận tải SAFI,Vận tải,HOSE,24887046
1092,SFN,CTCP Dệt lưới Sài Gòn,Nguyên vật liệu,HNX,3000000
1093,SGC,CTCP Xuất nhập khẩu Sa Giang,"Thực phẩm, đồ uống và thuốc lá",HNX,7147580
1094,SGD,CTCP Sách Giáo dục tại Thành phố Hồ Chí Minh,Truyền thông và giải trí,HNX,4137000
1095,SGH,CTCP Khách sạn Sài Gòn,Dịch vụ tiêu dùng,HNX,12364100
1096,SGI,CTCP Đầu tư Phát triển Sài Gòn 3 Group,Hàng tiêu dùng và trang trí,UPCoM,75464700
1097,SGN,CTCP Phục vụ Mặt đất Sài Gòn,Vận tải,HOSE,33581691
1098,SGP,CTCP Cảng Sài Gòn,Vận tải,UPCoM,216294961
1099,SGR,CTCP Tổng CTCP Địa ốc Sài Gòn,Phát triển và quản lý bất động sản,HOSE,60000000
1100,SGS,CTCP Vận tải biển Sài Gòn,Vận tải,UPCoM,14420000
1101,SGT,CTCP Công nghệ Viễn Thông Sài Gòn,Dịch vụ viễn thông,HOSE,148003518
1102,SHA,CTCP Sơn Hà Sài Gòn,Tư liệu sản xuất,HOSE,33446675
1103,SHC,CTCP Hàng hải Sài Gòn,Vận tải,UPCoM,4309550
1104,SHE,CTCP Phát triển Năng lượng Sơn Hà,Tư liệu sản xuất,HNX,11502516
1105,SHG,Tổng Công ty cổ phần Sông Hồng,Tư liệu sản xuất,UPCoM,27000000
1106,SHI,CTCP Quốc tế Sơn Hà,Tư liệu sản xuất,HOSE,162176449
1107,SHN,CTCP Đầu tư Tổng hợp Hà Nội,Phân phối và bán lẻ hàng lâu bền,HNX,129607147
1108,SHP,CTCP Thủy điện Miền Nam,Dịch vụ tiện ích,HOSE,101206352
1109,SID,CTCP Đầu tư Phát triển Sài Gòn Co.op,Phát triển và quản lý bất động sản,UPCoM,100000000
1110,SIG,CTCP Đầu tư và Thương mại Sông Đà,Dịch vụ tiện ích,UPCoM,10000000
1111,SII,CTCP Hạ tầng Nước Sài Gòn,Dịch vụ tiện ích,UPCoM,64522104
1112,SIP,CTCP Đầu tư Sài Gòn VRG,Phát triển và quản lý bất động sản,HOSE,210533403
1113,SIV,CTCP SIVICO,Nguyên vật liệu,UPCoM,3012374
1114,SJ1,CTCP Nông nghiệp Hùng Hậu,"Thực phẩm, đồ uống và thuốc lá",HNX,43472716
1115,SJC,CTCP Sông Đà 1.01,Hàng tiêu dùng và trang trí,UPCoM,7226082
1116,SJD,CTCP Thủy điện Cần Đơn,Dịch vụ tiện ích,HOSE,68998620
1117,SJE,CTCP Sông Đà 11,Tư liệu sản xuất,HNX,24168711
1118,SJF,CTCP Đầu tư Sao Thái Dương,Nguyên vật liệu,UPCoM,79200000
1119,SJG,Tổng Công ty Sông Đà - CTCP,Tư liệu sản xuất,UPCoM,449537112
1120,SJM,CTCP Sông Đà 19,Tư liệu sản xuất,UPCoM,5000000
1121,SJS,CTCP SJ Group,Phát triển và quản lý bất động sản,HOSE,114855540
1122,SKG,CTCP Tàu cao tốc Superdong - Kiên Giang,Vận tải,HOSE,66497697
1123,SKH,CTCP Nước giải khát Sanest Khánh Hòa,"Thực phẩm, đồ uống và thuốc lá",UPCoM,16126740
1124,SKN,CTCP Nước giải khát Sanna Khánh Hòa,"Thực phẩm, đồ uống và thuốc lá",UPCoM,5000000
1125,SKV,CTCP Nước giải khát Yến sào Khánh Hòa,"Thực phẩm, đồ uống và thuốc lá",UPCoM,23000000
1126,SLS,CTCP Mía Đường Sơn La,"Thực phẩm, đồ uống và thuốc lá",HNX,9791945
1127,SMA,CTCP Thiết bị Phụ tùng Sài Gòn,Dịch vụ tiện ích,HOSE,20352836
1128,SMB,CTCP Bia Sài Gòn - Miền Trung,"Thực phẩm, đồ uống và thuốc lá",HOSE,29846648
1129,SMC,CTCP Đầu tư Thương mại SMC,Nguyên vật liệu,HOSE,73678587
1130,SMN,CTCP Sách và Thiết bị Giáo dục Miền Nam,Truyền thông và giải trí,HNX,4405000
1131,SMT,CTCP Sametel,Công nghệ phần cứng và thiết bị,HNX,5467432
1132,SNC,CTCP Xuất nhập khẩu Thủy sản Năm Căn,"Thực phẩm, đồ uống và thuốc lá",UPCoM,5000000
1133,SNZ,Tổng Công ty cổ phần Phát triển Khu Công nghiệp,Phát triển và quản lý bất động sản,UPCoM,376500000
1134,SP2,CTCP Thủy điện Sử Pán 2,Dịch vụ tiện ích,UPCoM,20746000
1135,SPB,CTCP Sợi Phú Bài,Hàng tiêu dùng và trang trí,UPCoM,13300087
1136,SPC,CTCP Bảo vệ Thực vật Sài Gòn,Nguyên vật liệu,HNX,10530000
1137,SPD,CTCP Xuất nhập khẩu Thủy sản Miền Trung,"Thực phẩm, đồ uống và thuốc lá",UPCoM,12000000
1138,SPH,CTCP Xuất nhập khẩu Thủy sản Hà Nội,"Thực phẩm, đồ uống và thuốc lá",UPCoM,10000000
1139,SPI,CTCP Spiral Galaxy,Nguyên vật liệu,HNX,16815000
1140,SPM,CTCP SPM,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HOSE,14000000
1141,SPV,CTCP Thủy Đặc sản,"Thực phẩm, đồ uống và thuốc lá",UPCoM,10800000
1142,SQC,CTCP Khoáng sản Sài Gòn - Quy Nhơn,Phát triển và quản lý bất động sản,UPCoM,110000000
1143,SRA,CTCP Sara Việt Nam,Dịch vụ và thiết bị chăm sóc sức khỏe,HNX,43199974
1144,SRB,CTCP Tập đoàn Sara,Dịch vụ tiêu dùng,UPCoM,8500000
1145,SRC,CTCP Cao su Sao Vàng,Xe và linh kiện,HOSE,28065765
1146,SRF,CTCP SEAREFICO,Tư liệu sản xuất,HOSE,35566780
1147,SSC,CTCP Giống cây trồng Miền Nam,"Thực phẩm, đồ uống và thuốc lá",HOSE,14992367
1148,SSF,CTCP Giáo dục G Sài Gòn,Hàng tiêu dùng và trang trí,UPCoM,3200000
1149,SSG,CTCP Vận tải biển Hải Âu,Vận tải,UPCoM,5000000
1150,SSH,CTCP Phát triển Sunshine Homes,Phát triển và quản lý bất động sản,UPCoM,375000000
1151,SSM,CTCP Chế tạo kết cấu Thép Vneco.SSM,Nguyên vật liệu,HNX,5501024
1152,SSN,CTCP Xuất nhập khẩu Thủy sản Sài Gòn,Phát triển và quản lý bất động sản,UPCoM,39600000
1153,ST8,CTCP Tập đoàn ST8,Phân phối và bán lẻ hàng lâu bền,HOSE,25720902
1154,STC,CTCP Sách và Thiết bị Trường học Thành phố Hồ Chí Minh,Truyền thông và giải trí,HNX,5665530
1155,STG,CTCP Kho vận Miền Nam,Vận tải,HOSE,98253357
1156,STH,CTCP Phát hành Sách Thái Nguyên,Phân phối và bán lẻ hàng lâu bền,UPCoM,19500000
1157,STK,CTCP Sợi Thế Kỷ,Hàng tiêu dùng và trang trí,HOSE,96636924
1158,STL,CTCP Sông Đà Thăng Long,Phát triển và quản lý bất động sản,UPCoM,15000000
1159,STP,CTCP Công nghiệp Thương mại Sông Đà,Nguyên vật liệu,HNX,8045744
1160,STS,CTCP Dịch vụ Vận tải Sài Gòn,Vận tải,UPCoM,2768221
1161,STT,CTCP Vận chuyển Sài Gòn Tourist,Dịch vụ tiêu dùng,UPCoM,8000000
1162,STW,CTCP Cấp nước Sóc Trăng,Dịch vụ tiện ích,UPCoM,15863133
1163,SVC,CTCP Dịch vụ Tổng hợp Sài Gòn,Phân phối và bán lẻ hàng lâu bền,HOSE,66630564
1164,SVD,CTCP Đầu tư & Thương mại Vũ Đăng,Hàng tiêu dùng và trang trí,HOSE,27605908
1165,SVG,CTCP Hơi Kỹ nghệ Que hàn,Nguyên vật liệu,UPCoM,29350000
1166,SVH,CTCP Thủy điện Sông Vàng,Dịch vụ tiện ích,UPCoM,14820662
1167,SVI,CTCP Bao bì Biên Hòa,Nguyên vật liệu,HOSE,12832437
1168,SVN,CTCP Tập đoàn Vexilla Việt Nam,"Thực phẩm, đồ uống và thuốc lá",HNX,21000000
1169,SVT,CTCP Công nghệ Sài Gòn Viễn Đông,Nguyên vật liệu,HOSE,17310978
1170,SWC,Tổng Công ty cổ phần Đường sông Miền Nam,Vận tải,UPCoM,67100000
1171,SZB,CTCP Sonadezi Long Bình,Phát triển và quản lý bất động sản,HNX,30000000
1172,SZC,CTCP Sonadezi Châu Đức,Phát triển và quản lý bất động sản,HOSE,179985863
